agency_cd,site_no,date,daily_mean_cfs
USGS,9380000,1932-02-16,9110
USGS,9380000,1932-02-17,8660
USGS,9380000,1932-02-18,8440
USGS,9380000,1932-02-19,8360
USGS,9380000,1932-02-20,8100
USGS,9380000,1932-02-21,8810
USGS,9380000,1932-02-22,9040
USGS,9380000,1932-02-23,8700
USGS,9380000,1932-02-24,8700
USGS,9380000,1932-02-25,8620
USGS,9380000,1932-02-26,8730
USGS,9380000,1932-02-27,8660
USGS,9380000,1932-02-28,8700
USGS,9380000,1932-02-29,9340
USGS,9380000,1932-03-01,10200
USGS,9380000,1932-03-02,10800
USGS,9380000,1932-03-03,10800
USGS,9380000,1932-03-04,11600
USGS,9380000,1932-03-05,11100
USGS,9380000,1932-03-06,10100
USGS,9380000,1932-03-07,8960
USGS,9380000,1932-03-08,8080
USGS,9380000,1932-03-09,7640
USGS,9380000,1932-03-10,7720
USGS,9380000,1932-03-11,8880
USGS,9380000,1932-03-12,10600
USGS,9380000,1932-03-13,10600
USGS,9380000,1932-03-14,9780
USGS,9380000,1932-03-15,9340
USGS,9380000,1932-03-16,8700
USGS,9380000,1932-03-17,8260
USGS,9380000,1932-03-18,8180
USGS,9380000,1932-03-19,8330
USGS,9380000,1932-03-20,8810
USGS,9380000,1932-03-21,9580
USGS,9380000,1932-03-22,11500
USGS,9380000,1932-03-23,13000
USGS,9380000,1932-03-24,16000
USGS,9380000,1932-03-25,16300
USGS,9380000,1932-03-26,15700
USGS,9380000,1932-03-27,14500
USGS,9380000,1932-03-28,14300
USGS,9380000,1932-03-29,14100
USGS,9380000,1932-03-30,12700
USGS,9380000,1932-03-31,12400
USGS,9380000,1932-04-01,12400
USGS,9380000,1932-04-02,11700
USGS,9380000,1932-04-03,12300
USGS,9380000,1932-04-04,14400
USGS,9380000,1932-04-05,16500
USGS,9380000,1932-04-06,19300
USGS,9380000,1932-04-07,23300
USGS,9380000,1932-04-08,29100
USGS,9380000,1932-04-09,28500
USGS,9380000,1932-04-10,25800
USGS,9380000,1932-04-11,24200
USGS,9380000,1932-04-12,23800
USGS,9380000,1932-04-13,22100
USGS,9380000,1932-04-14,22200
USGS,9380000,1932-04-15,24300
USGS,9380000,1932-04-16,28400
USGS,9380000,1932-04-17,30800
USGS,9380000,1932-04-18,31200
USGS,9380000,1932-04-19,34800
USGS,9380000,1932-04-20,38800
USGS,9380000,1932-04-21,38200
USGS,9380000,1932-04-22,37700
USGS,9380000,1932-04-23,39500
USGS,9380000,1932-04-24,39200
USGS,9380000,1932-04-25,37300
USGS,9380000,1932-04-26,34100
USGS,9380000,1932-04-27,31800
USGS,9380000,1932-04-28,30800
USGS,9380000,1932-04-29,32000
USGS,9380000,1932-04-30,30800
USGS,9380000,1932-05-01,27300
USGS,9380000,1932-05-02,26000
USGS,9380000,1932-05-03,28000
USGS,9380000,1932-05-04,30000
USGS,9380000,1932-05-05,33700
USGS,9380000,1932-05-06,40700
USGS,9380000,1932-05-07,45100
USGS,9380000,1932-05-08,46200
USGS,9380000,1932-05-09,45700
USGS,9380000,1932-05-10,43800
USGS,9380000,1932-05-11,44000
USGS,9380000,1932-05-12,45700
USGS,9380000,1932-05-13,49500
USGS,9380000,1932-05-14,54300
USGS,9380000,1932-05-15,60900
USGS,9380000,1932-05-16,69800
USGS,9380000,1932-05-17,77100
USGS,9380000,1932-05-18,80900
USGS,9380000,1932-05-19,84800
USGS,9380000,1932-05-20,87800
USGS,9380000,1932-05-21,92300
USGS,9380000,1932-05-22,92100
USGS,9380000,1932-05-23,88200
USGS,9380000,1932-05-24,90600
USGS,9380000,1932-05-25,99800
USGS,9380000,1932-05-26,98900
USGS,9380000,1932-05-27,96500
USGS,9380000,1932-05-28,93500
USGS,9380000,1932-05-29,86200
USGS,9380000,1932-05-30,77600
USGS,9380000,1932-05-31,67300
USGS,9380000,1932-06-01,68300
USGS,9380000,1932-06-02,66400
USGS,9380000,1932-06-03,60200
USGS,9380000,1932-06-04,56900
USGS,9380000,1932-06-05,57000
USGS,9380000,1932-06-06,56400
USGS,9380000,1932-06-07,55300
USGS,9380000,1932-06-08,53700
USGS,9380000,1932-06-09,51300
USGS,9380000,1932-06-10,50100
USGS,9380000,1932-06-11,51800
USGS,9380000,1932-06-12,53500
USGS,9380000,1932-06-13,54100
USGS,9380000,1932-06-14,53900
USGS,9380000,1932-06-15,55400
USGS,9380000,1932-06-16,58900
USGS,9380000,1932-06-17,63900
USGS,9380000,1932-06-18,65000
USGS,9380000,1932-06-19,66700
USGS,9380000,1932-06-20,67100
USGS,9380000,1932-06-21,64800
USGS,9380000,1932-06-22,62400
USGS,9380000,1932-06-23,62800
USGS,9380000,1932-06-24,63200
USGS,9380000,1932-06-25,63900
USGS,9380000,1932-06-26,66800
USGS,9380000,1932-06-27,67800
USGS,9380000,1932-06-28,70800
USGS,9380000,1932-06-29,69000
USGS,9380000,1932-06-30,66300
USGS,9380000,1932-07-01,63700
USGS,9380000,1932-07-02,61400
USGS,9380000,1932-07-03,57400
USGS,9380000,1932-07-04,55700
USGS,9380000,1932-07-05,52800
USGS,9380000,1932-07-06,49700
USGS,9380000,1932-07-07,46800
USGS,9380000,1932-07-08,44100
USGS,9380000,1932-07-09,39300
USGS,9380000,1932-07-10,34900
USGS,9380000,1932-07-11,31900
USGS,9380000,1932-07-12,29800
USGS,9380000,1932-07-13,34100
USGS,9380000,1932-07-14,36800
USGS,9380000,1932-07-15,34300
USGS,9380000,1932-07-16,32000
USGS,9380000,1932-07-17,29100
USGS,9380000,1932-07-18,26000
USGS,9380000,1932-07-19,24800
USGS,9380000,1932-07-20,24300
USGS,9380000,1932-07-21,24400
USGS,9380000,1932-07-22,23600
USGS,9380000,1932-07-23,22100
USGS,9380000,1932-07-24,20000
USGS,9380000,1932-07-25,18000
USGS,9380000,1932-07-26,16800
USGS,9380000,1932-07-27,15800
USGS,9380000,1932-07-28,14900
USGS,9380000,1932-07-29,14600
USGS,9380000,1932-07-30,15300
USGS,9380000,1932-07-31,19500
USGS,9380000,1932-08-01,15800
USGS,9380000,1932-08-02,16000
USGS,9380000,1932-08-03,19100
USGS,9380000,1932-08-04,19200
USGS,9380000,1932-08-05,17400
USGS,9380000,1932-08-06,16500
USGS,9380000,1932-08-07,15200
USGS,9380000,1932-08-08,13600
USGS,9380000,1932-08-09,12500
USGS,9380000,1932-08-10,11700
USGS,9380000,1932-08-11,10600
USGS,9380000,1932-08-12,10100
USGS,9380000,1932-08-13,9560
USGS,9380000,1932-08-14,8440
USGS,9380000,1932-08-15,7790
USGS,9380000,1932-08-16,7160
USGS,9380000,1932-08-17,6850
USGS,9380000,1932-08-18,6480
USGS,9380000,1932-08-19,6450
USGS,9380000,1932-08-20,7260
USGS,9380000,1932-08-21,7790
USGS,9380000,1932-08-22,13700
USGS,9380000,1932-08-23,16200
USGS,9380000,1932-08-24,12600
USGS,9380000,1932-08-25,11000
USGS,9380000,1932-08-26,10500
USGS,9380000,1932-08-27,11600
USGS,9380000,1932-08-28,21200
USGS,9380000,1932-08-29,40800
USGS,9380000,1932-08-30,49500
USGS,9380000,1932-08-31,34200
USGS,9380000,1932-09-01,22300
USGS,9380000,1932-09-02,17600
USGS,9380000,1932-09-03,15100
USGS,9380000,1932-09-04,13300
USGS,9380000,1932-09-05,11700
USGS,9380000,1932-09-06,11000
USGS,9380000,1932-09-07,10300
USGS,9380000,1932-09-08,9410
USGS,9380000,1932-09-09,8880
USGS,9380000,1932-09-10,8360
USGS,9380000,1932-09-11,7640
USGS,9380000,1932-09-12,7090
USGS,9380000,1932-09-13,6450
USGS,9380000,1932-09-14,6260
USGS,9380000,1932-09-15,6000
USGS,9380000,1932-09-16,5750
USGS,9380000,1932-09-17,5420
USGS,9380000,1932-09-18,5160
USGS,9380000,1932-09-19,4900
USGS,9380000,1932-09-20,4820
USGS,9380000,1932-09-21,4680
USGS,9380000,1932-09-22,4470
USGS,9380000,1932-09-23,4370
USGS,9380000,1932-09-24,4770
USGS,9380000,1932-09-25,5880
USGS,9380000,1932-09-26,8220
USGS,9380000,1932-09-27,6850
USGS,9380000,1932-09-28,5720
USGS,9380000,1932-09-29,6260
USGS,9380000,1932-09-30,6030
USGS,9380000,1932-10-01,5540
USGS,9380000,1932-10-02,5510
USGS,9380000,1932-10-03,5220
USGS,9380000,1932-10-04,5160
USGS,9380000,1932-10-05,5070
USGS,9380000,1932-10-06,4880
USGS,9380000,1932-10-07,4820
USGS,9380000,1932-10-08,4770
USGS,9380000,1932-10-09,4740
USGS,9380000,1932-10-10,4710
USGS,9380000,1932-10-11,4770
USGS,9380000,1932-10-12,4880
USGS,9380000,1932-10-13,4740
USGS,9380000,1932-10-14,4790
USGS,9380000,1932-10-15,4820
USGS,9380000,1932-10-16,4930
USGS,9380000,1932-10-17,5020
USGS,9380000,1932-10-18,5020
USGS,9380000,1932-10-19,5270
USGS,9380000,1932-10-20,5220
USGS,9380000,1932-10-21,5360
USGS,9380000,1932-10-22,5390
USGS,9380000,1932-10-23,5510
USGS,9380000,1932-10-24,5600
USGS,9380000,1932-10-25,6650
USGS,9380000,1932-10-26,6390
USGS,9380000,1932-10-27,6750
USGS,9380000,1932-10-28,6680
USGS,9380000,1932-10-29,6720
USGS,9380000,1932-10-30,6790
USGS,9380000,1932-10-31,6820
USGS,9380000,1932-11-01,6520
USGS,9380000,1932-11-02,6420
USGS,9380000,1932-11-03,6620
USGS,9380000,1932-11-04,6680
USGS,9380000,1932-11-05,6680
USGS,9380000,1932-11-06,6580
USGS,9380000,1932-11-07,6420
USGS,9380000,1932-11-08,6450
USGS,9380000,1932-11-09,6480
USGS,9380000,1932-11-10,6580
USGS,9380000,1932-11-11,6520
USGS,9380000,1932-11-12,6420
USGS,9380000,1932-11-13,6220
USGS,9380000,1932-11-14,6190
USGS,9380000,1932-11-15,6190
USGS,9380000,1932-11-16,6320
USGS,9380000,1932-11-17,6130
USGS,9380000,1932-11-18,5940
USGS,9380000,1932-11-19,5940
USGS,9380000,1932-11-20,6060
USGS,9380000,1932-11-21,6220
USGS,9380000,1932-11-22,6100
USGS,9380000,1932-11-23,6320
USGS,9380000,1932-11-24,6390
USGS,9380000,1932-11-25,6320
USGS,9380000,1932-11-26,6260
USGS,9380000,1932-11-27,6420
USGS,9380000,1932-11-28,6450
USGS,9380000,1932-11-29,6320
USGS,9380000,1932-11-30,6100
USGS,9380000,1932-12-01,6060
USGS,9380000,1932-12-02,6060
USGS,9380000,1932-12-03,6190
USGS,9380000,1932-12-04,6260
USGS,9380000,1932-12-05,6350
USGS,9380000,1932-12-06,6260
USGS,9380000,1932-12-07,6160
USGS,9380000,1932-12-08,6100
USGS,9380000,1932-12-09,5880
USGS,9380000,1932-12-10,5910
USGS,9380000,1932-12-11,5660
USGS,9380000,1932-12-12,5390
USGS,9380000,1932-12-13,5130
USGS,9380000,1932-12-14,4770
USGS,9380000,1932-12-15,4090
USGS,9380000,1932-12-16,3320
USGS,9380000,1932-12-17,2950
USGS,9380000,1932-12-18,2670
USGS,9380000,1932-12-19,2360
USGS,9380000,1932-12-20,2740
USGS,9380000,1932-12-21,2860
USGS,9380000,1932-12-22,3340
USGS,9380000,1932-12-23,3660
USGS,9380000,1932-12-24,3860
USGS,9380000,1932-12-25,3590
USGS,9380000,1932-12-26,3400
USGS,9380000,1932-12-27,3400
USGS,9380000,1932-12-28,3400
USGS,9380000,1932-12-29,3300
USGS,9380000,1932-12-30,3000
USGS,9380000,1932-12-31,2600
USGS,9380000,1933-01-01,3700
USGS,9380000,1933-01-02,3000
USGS,9380000,1933-01-03,2900
USGS,9380000,1933-01-04,3000
USGS,9380000,1933-01-05,3800
USGS,9380000,1933-01-06,3200
USGS,9380000,1933-01-07,3400
USGS,9380000,1933-01-08,3100
USGS,9380000,1933-01-09,3200
USGS,9380000,1933-01-10,3400
USGS,9380000,1933-01-11,4000
USGS,9380000,1933-01-12,4600
USGS,9380000,1933-01-13,4900
USGS,9380000,1933-01-14,4500
USGS,9380000,1933-01-15,4500
USGS,9380000,1933-01-16,4700
USGS,9380000,1933-01-17,4900
USGS,9380000,1933-01-18,4900
USGS,9380000,1933-01-19,4700
USGS,9380000,1933-01-20,4800
USGS,9380000,1933-01-21,4800
USGS,9380000,1933-01-22,4900
USGS,9380000,1933-01-23,5100
USGS,9380000,1933-01-24,5300
USGS,9380000,1933-01-25,5200
USGS,9380000,1933-01-26,5360
USGS,9380000,1933-01-27,5390
USGS,9380000,1933-01-28,5300
USGS,9380000,1933-01-29,5270
USGS,9380000,1933-01-30,5240
USGS,9380000,1933-01-31,5100
USGS,9380000,1933-02-01,5100
USGS,9380000,1933-02-02,5040
USGS,9380000,1933-02-03,4800
USGS,9380000,1933-02-04,4700
USGS,9380000,1933-02-05,4700
USGS,9380000,1933-02-06,4600
USGS,9380000,1933-02-07,4300
USGS,9380000,1933-02-08,4000
USGS,9380000,1933-02-09,3600
USGS,9380000,1933-02-10,2400
USGS,9380000,1933-02-11,2600
USGS,9380000,1933-02-12,4200
USGS,9380000,1933-02-13,3720
USGS,9380000,1933-02-14,3990
USGS,9380000,1933-02-15,3970
USGS,9380000,1933-02-16,4160
USGS,9380000,1933-02-17,4420
USGS,9380000,1933-02-18,4680
USGS,9380000,1933-02-19,4660
USGS,9380000,1933-02-20,4680
USGS,9380000,1933-02-21,4960
USGS,9380000,1933-02-22,4930
USGS,9380000,1933-02-23,4990
USGS,9380000,1933-02-24,5160
USGS,9380000,1933-02-25,5240
USGS,9380000,1933-02-26,5390
USGS,9380000,1933-02-27,5600
USGS,9380000,1933-02-28,6750
USGS,9380000,1933-03-01,7580
USGS,9380000,1933-03-02,7720
USGS,9380000,1933-03-03,8220
USGS,9380000,1933-03-04,8330
USGS,9380000,1933-03-05,8180
USGS,9380000,1933-03-06,8110
USGS,9380000,1933-03-07,7820
USGS,9380000,1933-03-08,7580
USGS,9380000,1933-03-09,7470
USGS,9380000,1933-03-10,7580
USGS,9380000,1933-03-11,7500
USGS,9380000,1933-03-12,7860
USGS,9380000,1933-03-13,7930
USGS,9380000,1933-03-14,8510
USGS,9380000,1933-03-15,8990
USGS,9380000,1933-03-16,9070
USGS,9380000,1933-03-17,8880
USGS,9380000,1933-03-18,9100
USGS,9380000,1933-03-19,9940
USGS,9380000,1933-03-20,9220
USGS,9380000,1933-03-21,8810
USGS,9380000,1933-03-22,8620
USGS,9380000,1933-03-23,8400
USGS,9380000,1933-03-24,8700
USGS,9380000,1933-03-25,8510
USGS,9380000,1933-03-26,7820
USGS,9380000,1933-03-27,7440
USGS,9380000,1933-03-28,7130
USGS,9380000,1933-03-29,6650
USGS,9380000,1933-03-30,6580
USGS,9380000,1933-03-31,6500
USGS,9380000,1933-04-01,7000
USGS,9380000,1933-04-02,7200
USGS,9380000,1933-04-03,7500
USGS,9380000,1933-04-04,7600
USGS,9380000,1933-04-05,7900
USGS,9380000,1933-04-06,8200
USGS,9380000,1933-04-07,8900
USGS,9380000,1933-04-08,9630
USGS,9380000,1933-04-09,10000
USGS,9380000,1933-04-10,9630
USGS,9380000,1933-04-11,9710
USGS,9380000,1933-04-12,9520
USGS,9380000,1933-04-13,9440
USGS,9380000,1933-04-14,9290
USGS,9380000,1933-04-15,8730
USGS,9380000,1933-04-16,8220
USGS,9380000,1933-04-17,7820
USGS,9380000,1933-04-18,7440
USGS,9380000,1933-04-19,7090
USGS,9380000,1933-04-20,6620
USGS,9380000,1933-04-21,6650
USGS,9380000,1933-04-22,6450
USGS,9380000,1933-04-23,6960
USGS,9380000,1933-04-24,7640
USGS,9380000,1933-04-25,8150
USGS,9380000,1933-04-26,8700
USGS,9380000,1933-04-27,10300
USGS,9380000,1933-04-28,9600
USGS,9380000,1933-04-29,9140
USGS,9380000,1933-04-30,8660
USGS,9380000,1933-05-01,10800
USGS,9380000,1933-05-02,11800
USGS,9380000,1933-05-03,14600
USGS,9380000,1933-05-04,16900
USGS,9380000,1933-05-05,17700
USGS,9380000,1933-05-06,17400
USGS,9380000,1933-05-07,16500
USGS,9380000,1933-05-08,16600
USGS,9380000,1933-05-09,16800
USGS,9380000,1933-05-10,17100
USGS,9380000,1933-05-11,17400
USGS,9380000,1933-05-12,17700
USGS,9380000,1933-05-13,17300
USGS,9380000,1933-05-14,16100
USGS,9380000,1933-05-15,14600
USGS,9380000,1933-05-16,13700
USGS,9380000,1933-05-17,12800
USGS,9380000,1933-05-18,12000
USGS,9380000,1933-05-19,11200
USGS,9380000,1933-05-20,10800
USGS,9380000,1933-05-21,13800
USGS,9380000,1933-05-22,25200
USGS,9380000,1933-05-23,33300
USGS,9380000,1933-05-24,43300
USGS,9380000,1933-05-25,46800
USGS,9380000,1933-05-26,43700
USGS,9380000,1933-05-27,38900
USGS,9380000,1933-05-28,39000
USGS,9380000,1933-05-29,39800
USGS,9380000,1933-05-30,46600
USGS,9380000,1933-05-31,53300
USGS,9380000,1933-06-01,59200
USGS,9380000,1933-06-02,66100
USGS,9380000,1933-06-03,70100
USGS,9380000,1933-06-04,75200
USGS,9380000,1933-06-05,79900
USGS,9380000,1933-06-06,77100
USGS,9380000,1933-06-07,76000
USGS,9380000,1933-06-08,79000
USGS,9380000,1933-06-09,78000
USGS,9380000,1933-06-10,73100
USGS,9380000,1933-06-11,67300
USGS,9380000,1933-06-12,65100
USGS,9380000,1933-06-13,70900
USGS,9380000,1933-06-14,75500
USGS,9380000,1933-06-15,76700
USGS,9380000,1933-06-16,75400
USGS,9380000,1933-06-17,72700
USGS,9380000,1933-06-18,72700
USGS,9380000,1933-06-19,72200
USGS,9380000,1933-06-20,71000
USGS,9380000,1933-06-21,69100
USGS,9380000,1933-06-22,68600
USGS,9380000,1933-06-23,65500
USGS,9380000,1933-06-24,63800
USGS,9380000,1933-06-25,59000
USGS,9380000,1933-06-26,54800
USGS,9380000,1933-06-27,48700
USGS,9380000,1933-06-28,44100
USGS,9380000,1933-06-29,39500
USGS,9380000,1933-06-30,36400
USGS,9380000,1933-07-01,32400
USGS,9380000,1933-07-02,29700
USGS,9380000,1933-07-03,27400
USGS,9380000,1933-07-04,24800
USGS,9380000,1933-07-05,22700
USGS,9380000,1933-07-06,20700
USGS,9380000,1933-07-07,21700
USGS,9380000,1933-07-08,25500
USGS,9380000,1933-07-09,32400
USGS,9380000,1933-07-10,27400
USGS,9380000,1933-07-11,27800
USGS,9380000,1933-07-12,26000
USGS,9380000,1933-07-13,22700
USGS,9380000,1933-07-14,20200
USGS,9380000,1933-07-15,19200
USGS,9380000,1933-07-16,18700
USGS,9380000,1933-07-17,16500
USGS,9380000,1933-07-18,15000
USGS,9380000,1933-07-19,13900
USGS,9380000,1933-07-20,14200
USGS,9380000,1933-07-21,13500
USGS,9380000,1933-07-22,11500
USGS,9380000,1933-07-23,10800
USGS,9380000,1933-07-24,9710
USGS,9380000,1933-07-25,8990
USGS,9380000,1933-07-26,8510
USGS,9380000,1933-07-27,8880
USGS,9380000,1933-07-28,9330
USGS,9380000,1933-07-29,7610
USGS,9380000,1933-07-30,6890
USGS,9380000,1933-07-31,6450
USGS,9380000,1933-08-01,5840
USGS,9380000,1933-08-02,5330
USGS,9380000,1933-08-03,6550
USGS,9380000,1933-08-04,6220
USGS,9380000,1933-08-05,7790
USGS,9380000,1933-08-06,7470
USGS,9380000,1933-08-07,6820
USGS,9380000,1933-08-08,9140
USGS,9380000,1933-08-09,9750
USGS,9380000,1933-08-10,9410
USGS,9380000,1933-08-11,8150
USGS,9380000,1933-08-12,7060
USGS,9380000,1933-08-13,6580
USGS,9380000,1933-08-14,6450
USGS,9380000,1933-08-15,6060
USGS,9380000,1933-08-16,5660
USGS,9380000,1933-08-17,5020
USGS,9380000,1933-08-18,4630
USGS,9380000,1933-08-19,4240
USGS,9380000,1933-08-20,3970
USGS,9380000,1933-08-21,3740
USGS,9380000,1933-08-22,3700
USGS,9380000,1933-08-23,4120
USGS,9380000,1933-08-24,3920
USGS,9380000,1933-08-25,3680
USGS,9380000,1933-08-26,3420
USGS,9380000,1933-08-27,3240
USGS,9380000,1933-08-28,3140
USGS,9380000,1933-08-29,3050
USGS,9380000,1933-08-30,2950
USGS,9380000,1933-08-31,2900
USGS,9380000,1933-09-01,2810
USGS,9380000,1933-09-02,2690
USGS,9380000,1933-09-03,2810
USGS,9380000,1933-09-04,2810
USGS,9380000,1933-09-05,2720
USGS,9380000,1933-09-06,2740
USGS,9380000,1933-09-07,2850
USGS,9380000,1933-09-08,2850
USGS,9380000,1933-09-09,3550
USGS,9380000,1933-09-10,4360
USGS,9380000,1933-09-11,10800
USGS,9380000,1933-09-12,10700
USGS,9380000,1933-09-13,8040
USGS,9380000,1933-09-14,7470
USGS,9380000,1933-09-15,7230
USGS,9380000,1933-09-16,7190
USGS,9380000,1933-09-17,7260
USGS,9380000,1933-09-18,7640
USGS,9380000,1933-09-19,6790
USGS,9380000,1933-09-20,6030
USGS,9380000,1933-09-21,8660
USGS,9380000,1933-09-22,11100
USGS,9380000,1933-09-23,11900
USGS,9380000,1933-09-24,7720
USGS,9380000,1933-09-25,6680
USGS,9380000,1933-09-26,7020
USGS,9380000,1933-09-27,7260
USGS,9380000,1933-09-28,6580
USGS,9380000,1933-09-29,6130
USGS,9380000,1933-09-30,5780
USGS,9380000,1933-10-01,5360
USGS,9380000,1933-10-02,5160
USGS,9380000,1933-10-03,6000
USGS,9380000,1933-10-04,7160
USGS,9380000,1933-10-05,7400
USGS,9380000,1933-10-06,7400
USGS,9380000,1933-10-07,10100
USGS,9380000,1933-10-08,9460
USGS,9380000,1933-10-09,8730
USGS,9380000,1933-10-10,7790
USGS,9380000,1933-10-11,6890
USGS,9380000,1933-10-12,6650
USGS,9380000,1933-10-13,6960
USGS,9380000,1933-10-14,7190
USGS,9380000,1933-10-15,5940
USGS,9380000,1933-10-16,5630
USGS,9380000,1933-10-17,6160
USGS,9380000,1933-10-18,6580
USGS,9380000,1933-10-19,5510
USGS,9380000,1933-10-20,5240
USGS,9380000,1933-10-21,5100
USGS,9380000,1933-10-22,5040
USGS,9380000,1933-10-23,4930
USGS,9380000,1933-10-24,4820
USGS,9380000,1933-10-25,4660
USGS,9380000,1933-10-26,4680
USGS,9380000,1933-10-27,4580
USGS,9380000,1933-10-28,4580
USGS,9380000,1933-10-29,4420
USGS,9380000,1933-10-30,4290
USGS,9380000,1933-10-31,4160
USGS,9380000,1933-11-01,4140
USGS,9380000,1933-11-02,4240
USGS,9380000,1933-11-03,4220
USGS,9380000,1933-11-04,4320
USGS,9380000,1933-11-05,4850
USGS,9380000,1933-11-06,4880
USGS,9380000,1933-11-07,4770
USGS,9380000,1933-11-08,4790
USGS,9380000,1933-11-09,4930
USGS,9380000,1933-11-10,5070
USGS,9380000,1933-11-11,5160
USGS,9380000,1933-11-12,5160
USGS,9380000,1933-11-13,5160
USGS,9380000,1933-11-14,5160
USGS,9380000,1933-11-15,5040
USGS,9380000,1933-11-16,5020
USGS,9380000,1933-11-17,5100
USGS,9380000,1933-11-18,5160
USGS,9380000,1933-11-19,5070
USGS,9380000,1933-11-20,5070
USGS,9380000,1933-11-21,5040
USGS,9380000,1933-11-22,5160
USGS,9380000,1933-11-23,5070
USGS,9380000,1933-11-24,4930
USGS,9380000,1933-11-25,5130
USGS,9380000,1933-11-26,5100
USGS,9380000,1933-11-27,5040
USGS,9380000,1933-11-28,4960
USGS,9380000,1933-11-29,4960
USGS,9380000,1933-11-30,6750
USGS,9380000,1933-12-01,7860
USGS,9380000,1933-12-02,6890
USGS,9380000,1933-12-03,6620
USGS,9380000,1933-12-04,5940
USGS,9380000,1933-12-05,6000
USGS,9380000,1933-12-06,5780
USGS,9380000,1933-12-07,5600
USGS,9380000,1933-12-08,5450
USGS,9380000,1933-12-09,5350
USGS,9380000,1933-12-10,5150
USGS,9380000,1933-12-11,4990
USGS,9380000,1933-12-12,4850
USGS,9380000,1933-12-13,4710
USGS,9380000,1933-12-14,5190
USGS,9380000,1933-12-15,5270
USGS,9380000,1933-12-16,5020
USGS,9380000,1933-12-17,5040
USGS,9380000,1933-12-18,5510
USGS,9380000,1933-12-19,5630
USGS,9380000,1933-12-20,5420
USGS,9380000,1933-12-21,5070
USGS,9380000,1933-12-22,4710
USGS,9380000,1933-12-23,4240
USGS,9380000,1933-12-24,4090
USGS,9380000,1933-12-25,3860
USGS,9380000,1933-12-26,3680
USGS,9380000,1933-12-27,3790
USGS,9380000,1933-12-28,3990
USGS,9380000,1933-12-29,4220
USGS,9380000,1933-12-30,4630
USGS,9380000,1933-12-31,5100
USGS,9380000,1934-01-01,5420
USGS,9380000,1934-01-02,6030
USGS,9380000,1934-01-03,6290
USGS,9380000,1934-01-04,6190
USGS,9380000,1934-01-05,6100
USGS,9380000,1934-01-06,6190
USGS,9380000,1934-01-07,6190
USGS,9380000,1934-01-08,5810
USGS,9380000,1934-01-09,5750
USGS,9380000,1934-01-10,5570
USGS,9380000,1934-01-11,5160
USGS,9380000,1934-01-12,4990
USGS,9380000,1934-01-13,4550
USGS,9380000,1934-01-14,4220
USGS,9380000,1934-01-15,3950
USGS,9380000,1934-01-16,3790
USGS,9380000,1934-01-17,3810
USGS,9380000,1934-01-18,3810
USGS,9380000,1934-01-19,3900
USGS,9380000,1934-01-20,4290
USGS,9380000,1934-01-21,4600
USGS,9380000,1934-01-22,4630
USGS,9380000,1934-01-23,4500
USGS,9380000,1934-01-24,4600
USGS,9380000,1934-01-25,4740
USGS,9380000,1934-01-26,4850
USGS,9380000,1934-01-27,4770
USGS,9380000,1934-01-28,4740
USGS,9380000,1934-01-29,4930
USGS,9380000,1934-01-30,5040
USGS,9380000,1934-01-31,4930
USGS,9380000,1934-02-01,4820
USGS,9380000,1934-02-02,4740
USGS,9380000,1934-02-03,4770
USGS,9380000,1934-02-04,4660
USGS,9380000,1934-02-05,4630
USGS,9380000,1934-02-06,4770
USGS,9380000,1934-02-07,4790
USGS,9380000,1934-02-08,4930
USGS,9380000,1934-02-09,5020
USGS,9380000,1934-02-10,5240
USGS,9380000,1934-02-11,5660
USGS,9380000,1934-02-12,5910
USGS,9380000,1934-02-13,6030
USGS,9380000,1934-02-14,6220
USGS,9380000,1934-02-15,6130
USGS,9380000,1934-02-16,5970
USGS,9380000,1934-02-17,5630
USGS,9380000,1934-02-18,5360
USGS,9380000,1934-02-19,5270
USGS,9380000,1934-02-20,5160
USGS,9380000,1934-02-21,5040
USGS,9380000,1934-02-22,5360
USGS,9380000,1934-02-23,5630
USGS,9380000,1934-02-24,6030
USGS,9380000,1934-02-25,5850
USGS,9380000,1934-02-26,6000
USGS,9380000,1934-02-27,5970
USGS,9380000,1934-02-28,6100
USGS,9380000,1934-03-01,6160
USGS,9380000,1934-03-02,5940
USGS,9380000,1934-03-03,5650
USGS,9380000,1934-03-04,5400
USGS,9380000,1934-03-05,5300
USGS,9380000,1934-03-06,5300
USGS,9380000,1934-03-07,5200
USGS,9380000,1934-03-08,5200
USGS,9380000,1934-03-09,5100
USGS,9380000,1934-03-10,5050
USGS,9380000,1934-03-11,4900
USGS,9380000,1934-03-12,5050
USGS,9380000,1934-03-13,5150
USGS,9380000,1934-03-14,5250
USGS,9380000,1934-03-15,5350
USGS,9380000,1934-03-16,5300
USGS,9380000,1934-03-17,5350
USGS,9380000,1934-03-18,5450
USGS,9380000,1934-03-19,5550
USGS,9380000,1934-03-20,5450
USGS,9380000,1934-03-21,5700
USGS,9380000,1934-03-22,5750
USGS,9380000,1934-03-23,5700
USGS,9380000,1934-03-24,5600
USGS,9380000,1934-03-25,5500
USGS,9380000,1934-03-26,5450
USGS,9380000,1934-03-27,5500
USGS,9380000,1934-03-28,5400
USGS,9380000,1934-03-29,5500
USGS,9380000,1934-03-30,5500
USGS,9380000,1934-03-31,5150
USGS,9380000,1934-04-01,5050
